source_url	source_url_normalized	ref	fact	bias
http://www.villagevoice.com/	villagevoice.com	http://mediabiasfactcheck.com/the-village-voice/	high	left
https://insideclimatenews.org/	insideclimatenews.org	https://mediabiasfactcheck.com/insideclimate-news/	high	left
http://www.emirates247.com/	emirates247.com	http://mediabiasfactcheck.com/emirates-247/	high	left
http://www.forwardprogressives.com/	forwardprogressives.com	http://mediabiasfactcheck.com/forward-progressives/	high	left
https://www.theatlantic.com/	theatlantic.com	http://mediabiasfactcheck.com/the-atlantic/	high	left
http://inthesetimes.com/	inthesetimes.com	http://mediabiasfactcheck.com/in-these-times/	high	left
http://www.tampabay.com/	tampabay.com	http://mediabiasfactcheck.com/tampa-bay-times/	high	left
https://theguardiansofdemocracy.com/	theguardiansofdemocracy.com	https://mediabiasfactcheck.com/guardians-of-democracy/	high	left
http://www.darientimes.com/	darientimes.com	https://mediabiasfactcheck.com/darien-times/	high	left
https://www.thestar.com/	thestar.com	http://mediabiasfactcheck.com/toronto-star/	high	left
https://iowastartingline.com	iowastartingline.com	https://mediabiasfactcheck.com/iowa-starting-line/	high	left
https://www.propublica.org/	propublica.org	http://mediabiasfactcheck.com/propublica/	high	left
http://www.fairvote.org/	fairvote.org	http://mediabiasfactcheck.com/fairvote/	high	left
http://monthlyreview.org/	monthlyreview.org	http://mediabiasfactcheck.com/monthly-review/	high	left
http://www.progressive.org/	progressive.org	http://mediabiasfactcheck.com/the-progressive/	high	left
http://www.salon.com/	salon.com	http://mediabiasfactcheck.com/salon/	high	left
http://www.bluestemprairie.com/	bluestemprairie.com	http://mediabiasfactcheck.com/bluestem-prairie/	high	left
https://www.foreignpolicyjournal.com	foreignpolicyjournal.com	https://mediabiasfactcheck.com/foreign-policy-journal/	high	left
http://www.epi.org/	epi.org	https://mediabiasfactcheck.com/economic-policy-institute/	high	left
http://www.atlanticmedia.com/	atlanticmedia.com	http://mediabiasfactcheck.com/atlantic-media/	high	left
https://rewire.news/	rewire.news	http://mediabiasfactcheck.com/rewire/	high	left
http://www.aljazeera.com/	aljazeera.com	http://mediabiasfactcheck.com/al-jazeera/	high	left
https://photographyisnotacrime.com/	photographyisnotacrime.com	http://mediabiasfactcheck.com/pinac/	high	left
http://www.al-monitor.com/pulse/home.html	al-monitor.com-pulse-home.html	http://mediabiasfactcheck.com/al-monitor/	high	left
http://www.morningstaronline.co.uk/	morningstaronline.co.uk	http://mediabiasfactcheck.com/the-morning-star/	high	left
