source_url	source_url_normalized	ref	fact	bias
http://www.itv.com/news/	itv.com-news	http://mediabiasfactcheck.com/itv-news/	high	right
http://www.orlandosentinel.com/	orlandosentinel.com	http://mediabiasfactcheck.com/orlando-sentinel/	high	right
http://www.calgarysun.com/	calgarysun.com	http://mediabiasfactcheck.com/calgary-sun/	high	right
http://yellowhammernews.com/	yellowhammernews.com	http://mediabiasfactcheck.com/yellowhammer-news/	high	right
http://oilprice.com/	oilprice.com	http://mediabiasfactcheck.com/oil-price/	high	right
http://www.the-american-interest.com/	the-american-interest.com	http://mediabiasfactcheck.com/the-american-interest/	high	right
http://www.azcentral.com/	azcentral.com	http://mediabiasfactcheck.com/arizona-republic/	high	right
https://www.commentarymagazine.com/	commentarymagazine.com	http://mediabiasfactcheck.com/commentary-magazine/	high	right
http://www.detroitnews.com/	detroitnews.com	http://mediabiasfactcheck.com/detroit-news/	high	right
http://www.taxpayer.com/	taxpayer.com	http://mediabiasfactcheck.com/canadian-taxpayers-federation/	high	right
http://www.jamestown.org/	jamestown.org	http://mediabiasfactcheck.com/the-jamestown-foundation/	high	right
http://www.peninsuladailynews.com/	peninsuladailynews.com	http://mediabiasfactcheck.com/peninsula-daily-news/	high	right
http://www.ocregister.com/	ocregister.com	http://mediabiasfactcheck.com/orange-county-register/	high	right
http://www.statesmanjournal.com/	statesmanjournal.com	http://mediabiasfactcheck.com/statesman-journal/	high	right
http://www.weeklystandard.com/	weeklystandard.com	http://mediabiasfactcheck.com/weekly-standard/	high	right
http://breakingdefense.com/	breakingdefense.com	http://mediabiasfactcheck.com/breaking-defense/	high	right
https://thewest.com.au/	thewest.com.au	http://mediabiasfactcheck.com/the-west-australian/	high	right
http://www.express.co.uk/	express.co.uk	http://mediabiasfactcheck.com/daily-express/	high	right
http://www.postbulletin.com/	postbulletin.com	http://mediabiasfactcheck.com/post-bulletin/	high	right
http://iwf.org/	iwf.org	https://mediabiasfactcheck.com/independent-womens-forum-iwf/	high	right
http://www.westmonster.com/	westmonster.com	https://mediabiasfactcheck.com/westmonster/	high	right
http://www.rstreet.org/	rstreet.org	https://mediabiasfactcheck.com/r-street-institute/	high	right
http://www.mlive.com/grand-rapids/#/0	mlive.com-grand-rapids-#-0	http://mediabiasfactcheck.com/grand-rapids-press/	high	right
https://bipartisanpolicy.org	bipartisanpolicy.org	https://mediabiasfactcheck.com/bipartisan-policy-center/	high	right
http://www.dailynews.com/	dailynews.com	http://mediabiasfactcheck.com/los-angeles-daily-news/	high	right
http://triblive.com/	triblive.com	http://mediabiasfactcheck.com/pittsburgh-tribune-review/	high	right
http://tennesseestar.com/	tennesseestar.com	https://mediabiasfactcheck.com/the-tennessee-star/	high	right
http://www.realclearpolitics.com/	realclearpolitics.com	http://mediabiasfactcheck.com/real-clear-politics/	high	right
http://www.valleynewslive.com/	valleynewslive.com	http://mediabiasfactcheck.com/red-river-valley-news/	high	right
http://www.news-gazette.com/	news-gazette.com	https://mediabiasfactcheck.com/news-gazette/	high	right
http://www.pacificresearch.org/home/	pacificresearch.org-home	http://mediabiasfactcheck.com/pacific-research-institute/	high	right
http://www.star-telegram.com/	star-telegram.com	http://mediabiasfactcheck.com/star-telegram/	high	right
http://fortnightlyreview.co.uk/	fortnightlyreview.co.uk	https://mediabiasfactcheck.com/fortnightly-review/	high	right
http://www.9news.com.au/	9news.com.au	http://mediabiasfactcheck.com/9-news-australia/	high	right
http://www.thefiscaltimes.com/	thefiscaltimes.com	http://mediabiasfactcheck.com/the-fiscal-times/	high	right
http://www.guns.com	guns.com	https://mediabiasfactcheck.com/guns-com/	high	right
https://international.thenewslens.com/	international.thenewslens.com	https://mediabiasfactcheck.com/the-news-lens/	high	right
http://www.oaoa.com	oaoa.com	https://mediabiasfactcheck.com/odessa-american/	high	right
http://www.washingtontimes.com/	washingtontimes.com	http://mediabiasfactcheck.com/washington-times/	high	right
https://www.japantoday.com/	japantoday.com	http://mediabiasfactcheck.com/japan-today/	high	right
http://therightscoop.com/	therightscoop.com	http://mediabiasfactcheck.com/the-right-scoop/	high	right
http://www.sun-sentinel.com/	sun-sentinel.com	http://mediabiasfactcheck.com/south-florida-sun-sentinel/	high	right
